,index,Result,FNL,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,BPC,BPW,NPA,NPW,TPW,ST1,ST2,ST3,ST4,ST5
410,32,0,0.0,52,11,48,2,,7.0,7.0,26.0,2.0,3.0,3.0,6.0,26.0,1.0,2.0,,,
411,33,0,0.0,65,17,35,9,0.0,1.0,16.0,31.0,1.0,6.0,4.0,8.0,45.0,2.0,3.0,,,
412,34,1,2.0,77,32,23,7,0.0,0.0,24.0,17.0,6.0,9.0,3.0,3.0,72.0,6.0,7.0,,,
413,35,1,2.0,52,27,48,15,4.0,3.0,37.0,30.0,3.0,6.0,13.0,19.0,73.0,6.0,6.0,,,
414,36,0,1.0,74,34,26,9,1.0,5.0,25.0,26.0,4.0,10.0,4.0,6.0,79.0,6.0,2.0,2.0,,
415,37,0,0.0,59,24,41,11,4.0,3.0,13.0,26.0,0.0,0.0,1.0,2.0,47.0,3.0,4.0,,,
416,38,1,2.0,66,29,34,8,5.0,1.0,25.0,19.0,4.0,5.0,6.0,8.0,59.0,6.0,6.0,,,
417,39,0,1.0,58,37,42,16,12.0,3.0,29.0,50.0,5.0,8.0,5.0,9.0,99.0,6.0,5.0,4.0,,
418,40,0,1.0,62,30,38,17,1.0,6.0,23.0,39.0,2.0,9.0,24.0,27.0,81.0,1.0,6.0,3.0,,
419,41,0,0.0,54,16,46,13,,5.0,9.0,23.0,3.0,5.0,1.0,4.0,56.0,5.0,1.0,,,
420,42,1,2.0,75,46,25,9,3.0,4.0,16.0,18.0,3.0,9.0,7.0,12.0,89.0,7.0,6.0,,,
421,43,0,0.0,54,22,46,14,10.0,4.0,39.0,56.0,2.0,9.0,6.0,15.0,73.0,6.0,0.0,,,
422,44,1,2.0,68,48,32,16,,4.0,28.0,40.0,11.0,17.0,13.0,23.0,131.0,7.0,6.0,6.0,,
423,45,1,2.0,67,28,33,5,2.0,4.0,30.0,30.0,7.0,13.0,3.0,3.0,69.0,7.0,6.0,,,
424,46,1,2.0,68,27,32,11,1.0,1.0,27.0,17.0,5.0,7.0,7.0,10.0,62.0,6.0,6.0,,,
425,47,1,2.0,67,17,33,9,1.0,0.0,13.0,8.0,6.0,14.0,9.0,11.0,58.0,6.0,6.0,,,
426,48,0,0.0,57,30,43,16,1.0,0.0,37.0,35.0,1.0,4.0,13.0,20.0,77.0,6.0,2.0,,,
427,49,1,2.0,78,52,22,9,0.0,3.0,25.0,32.0,4.0,12.0,5.0,6.0,104.0,7.0,2.0,6.0,,
428,50,0,1.0,67,35,33,7,2.0,3.0,26.0,32.0,5.0,11.0,8.0,17.0,81.0,3.0,6.0,1.0,,
429,51,1,2.0,65,23,35,8,5.0,3.0,12.0,15.0,6.0,10.0,4.0,4.0,63.0,6.0,6.0,,,
430,52,1,2.0,54,15,46,15,3.0,2.0,31.0,18.0,6.0,10.0,5.0,11.0,73.0,6.0,6.0,,,
431,53,0,0.0,54,12,46,6,0.0,6.0,5.0,22.0,1.0,1.0,3.0,8.0,30.0,0.0,1.0,,,
432,54,0,0.0,71,23,29,6,3.0,2.0,13.0,16.0,0.0,0.0,3.0,7.0,39.0,3.0,2.0,,,
433,55,1,2.0,76,27,24,8,3.0,1.0,11.0,10.0,5.0,7.0,1.0,1.0,66.0,6.0,6.0,,,
434,56,0,0.0,66,16,34,5,5.0,2.0,20.0,29.0,0.0,0.0,7.0,21.0,32.0,3.0,0.0,,,
435,57,1,2.0,55,30,45,18,3.0,3.0,38.0,30.0,8.0,14.0,16.0,26.0,97.0,4.0,6.0,7.0,,
436,58,1,2.0,69,25,31,8,,4.0,17.0,17.0,6.0,7.0,4.0,5.0,61.0,6.0,6.0,,,
437,59,1,2.0,54,31,46,22,3.0,4.0,36.0,45.0,7.0,16.0,13.0,21.0,108.0,4.0,7.0,6.0,,
438,60,0,1.0,63,42,37,12,3.0,10.0,31.0,54.0,5.0,10.0,9.0,19.0,96.0,7.0,5.0,2.0,,
439,61,0,0.0,82,15,18,4,,1.0,18.0,21.0,2.0,2.0,5.0,8.0,39.0,2.0,3.0,,,
440,62,0,0.0,59,24,41,13,0.0,1.0,17.0,22.0,0.0,1.0,10.0,12.0,50.0,3.0,4.0,,,
441,63,1,2.0,73,21,27,7,8.0,1.0,27.0,14.0,5.0,11.0,1.0,1.0,56.0,6.0,6.0,,,
442,64,0,0.0,57,17,43,10,0.0,2.0,8.0,18.0,1.0,4.0,1.0,1.0,43.0,2.0,2.0,,,
443,65,0,0.0,65,12,35,7,1.0,2.0,18.0,31.0,3.0,8.0,7.0,9.0,46.0,3.0,1.0,,,
444,66,0,0.0,82,17,18,6,0.0,,7.0,11.0,1.0,3.0,5.0,10.0,36.0,1.0,3.0,,,
445,67,0,1.0,56,31,44,16,2.0,3.0,17.0,31.0,5.0,8.0,8.0,11.0,88.0,2.0,6.0,4.0,,
446,68,0,0.0,55,27,45,16,6.0,4.0,25.0,22.0,0.0,1.0,7.0,15.0,64.0,4.0,3.0,,,
447,69,1,2.0,60,16,40,11,3.0,1.0,10.0,12.0,6.0,12.0,2.0,6.0,58.0,6.0,6.0,,,
448,70,0,0.0,70,28,30,7,0.0,2.0,10.0,14.0,2.0,2.0,5.0,7.0,52.0,5.0,2.0,,,
449,71,1,2.0,53,20,47,13,4.0,4.0,30.0,26.0,6.0,11.0,9.0,11.0,66.0,6.0,6.0,,,
450,72,0,0.0,66,22,34,7,1.0,3.0,16.0,23.0,3.0,9.0,2.0,3.0,54.0,4.0,3.0,,,
451,73,1,2.0,74,24,26,10,2.0,1.0,22.0,18.0,5.0,10.0,9.0,11.0,62.0,6.0,6.0,,,
452,74,1,2.0,62,34,38,20,1.0,7.0,39.0,39.0,9.0,18.0,28.0,47.0,110.0,6.0,4.0,6.0,,
453,75,1,2.0,62,34,38,14,0.0,5.0,15.0,24.0,5.0,11.0,16.0,28.0,89.0,7.0,7.0,,,
454,76,0,0.0,61,6,39,4,0.0,,9.0,5.0,1.0,1.0,2.0,2.0,16.0,3.0,,,,
455,77,1,1.0,71,20,29,5,4.0,2.0,16.0,15.0,1.0,3.0,0.0,4.0,41.0,6.0,,,,
456,78,1,2.0,64,27,36,14,1.0,3.0,17.0,26.0,6.0,9.0,3.0,8.0,81.0,6.0,7.0,,,
457,79,0,1.0,63,34,37,17,3.0,5.0,20.0,34.0,5.0,9.0,2.0,9.0,88.0,7.0,3.0,2.0,,
458,80,0,0.0,64,11,36,5,,2.0,14.0,26.0,1.0,5.0,4.0,11.0,31.0,1.0,1.0,,,
459,81,1,2.0,68,26,32,8,2.0,3.0,32.0,33.0,6.0,12.0,8.0,11.0,62.0,6.0,6.0,,,
460,82,0,1.0,67,38,33,14,2.0,1.0,37.0,38.0,5.0,10.0,11.0,14.0,91.0,6.0,4.0,4.0,,
461,83,1,2.0,52,26,48,21,1.0,2.0,15.0,21.0,3.0,7.0,1.0,3.0,79.0,6.0,7.0,,,
462,84,0,0.0,73,17,27,4,,3.0,11.0,18.0,1.0,1.0,1.0,3.0,33.0,2.0,2.0,,,
463,85,0,1.0,72,36,28,10,1.0,5.0,22.0,42.0,3.0,10.0,5.0,8.0,87.0,6.0,2.0,0.0,,
464,86,1,2.0,60,24,40,15,1.0,1.0,33.0,32.0,5.0,12.0,16.0,24.0,70.0,6.0,6.0,,,
465,87,1,2.0,65,23,35,11,2.0,1.0,14.0,5.0,5.0,8.0,5.0,7.0,61.0,6.0,6.0,,,
466,88,0,0.0,70,12,30,3,1.0,2.0,13.0,28.0,2.0,8.0,4.0,7.0,38.0,2.0,2.0,,,
467,89,1,2.0,61,23,39,12,1.0,5.0,32.0,31.0,5.0,11.0,13.0,16.0,71.0,7.0,6.0,,,
468,90,0,1.0,66,32,34,11,4.0,3.0,22.0,32.0,3.0,6.0,8.0,17.0,72.0,6.0,2.0,2.0,,
469,91,0,0.0,70,29,30,10,1.0,3.0,13.0,18.0,2.0,3.0,5.0,7.0,62.0,6.0,3.0,,,
470,92,0,1.0,60,36,40,11,4.0,4.0,40.0,37.0,2.0,3.0,20.0,35.0,76.0,4.0,6.0,2.0,,
471,93,0,1.0,50,33,50,22,5.0,5.0,37.0,40.0,6.0,10.0,11.0,20.0,97.0,5.0,6.0,4.0,,
472,94,0,0.0,63,12,37,9,1.0,2.0,7.0,19.0,1.0,8.0,3.0,3.0,45.0,1.0,4.0,,,
473,95,1,2.0,69,23,31,9,6.0,1.0,27.0,9.0,4.0,10.0,3.0,5.0,60.0,6.0,6.0,,,
474,96,0,0.0,81,23,19,3,0.0,1.0,8.0,24.0,4.0,11.0,4.0,4.0,58.0,1.0,5.0,,,
475,97,0,1.0,64,37,36,15,4.0,6.0,31.0,44.0,3.0,9.0,11.0,14.0,93.0,4.0,7.0,3.0,,
476,98,1,2.0,73,39,27,13,4.0,5.0,16.0,24.0,5.0,12.0,12.0,20.0,90.0,3.0,6.0,6.0,,
477,99,0,0.0,63,24,37,10,2.0,3.0,21.0,33.0,3.0,4.0,10.0,17.0,57.0,1.0,6.0,,,
478,100,0,1.0,65,28,35,10,3.0,3.0,28.0,32.0,6.0,16.0,7.0,10.0,84.0,6.0,3.0,1.0,,
479,101,0,0.0,62,14,38,8,1.0,5.0,9.0,19.0,1.0,3.0,5.0,15.0,41.0,2.0,1.0,,,
480,102,0,0.0,52,30,48,19,0.0,2.0,25.0,38.0,3.0,7.0,18.0,25.0,79.0,6.0,5.0,,,
481,103,1,2.0,71,34,29,12,2.0,2.0,38.0,21.0,6.0,9.0,13.0,19.0,88.0,4.0,6.0,6.0,,
482,104,0,0.0,46,15,54,7,1.0,3.0,25.0,34.0,1.0,7.0,8.0,15.0,42.0,0.0,4.0,,,
483,105,0,0.0,59,24,41,12,1.0,2.0,21.0,31.0,3.0,5.0,7.0,12.0,68.0,4.0,5.0,,,
484,106,0,0.0,70,18,30,7,1.0,1.0,11.0,20.0,1.0,4.0,13.0,17.0,48.0,3.0,2.0,,,
485,107,1,2.0,61,26,39,16,1.0,0.0,10.0,17.0,3.0,6.0,9.0,16.0,69.0,6.0,6.0,,,
486,108,0,1.0,81,54,19,6,1.0,4.0,46.0,45.0,3.0,8.0,14.0,20.0,101.0,4.0,7.0,4.0,,
487,109,0,0.0,69,31,31,10,1.0,5.0,21.0,21.0,3.0,3.0,4.0,5.0,64.0,4.0,6.0,,,
488,110,0,1.0,63,26,37,11,1.0,5.0,29.0,37.0,4.0,13.0,9.0,22.0,80.0,1.0,6.0,2.0,,
489,111,1,2.0,67,22,33,10,3.0,2.0,13.0,16.0,5.0,6.0,3.0,4.0,61.0,6.0,6.0,,,
490,112,0,0.0,65,28,35,12,1.0,4.0,15.0,25.0,1.0,3.0,2.0,3.0,54.0,4.0,3.0,,,
491,113,0,0.0,66,11,34,7,1.0,0.0,9.0,29.0,1.0,2.0,9.0,16.0,34.0,0.0,2.0,,,
492,114,0,0.0,57,11,43,3,2.0,2.0,10.0,24.0,2.0,6.0,8.0,13.0,35.0,3.0,0.0,,,
493,115,0,0.0,56,29,44,18,0.0,2.0,27.0,42.0,2.0,5.0,13.0,21.0,75.0,5.0,4.0,,,
494,116,0,1.0,67,32,33,14,,1.0,42.0,47.0,6.0,18.0,12.0,31.0,93.0,7.0,4.0,3.0,,
495,117,1,2.0,57,21,43,15,1.0,1.0,18.0,5.0,5.0,9.0,9.0,12.0,72.0,6.0,6.0,,,
496,118,1,2.0,63,46,37,17,3.0,1.0,48.0,37.0,5.0,12.0,16.0,28.0,108.0,6.0,4.0,6.0,,
497,119,1,2.0,62,24,38,12,5.0,1.0,32.0,21.0,4.0,10.0,13.0,21.0,64.0,6.0,6.0,,,
498,120,0,1.0,63,31,37,16,0.0,4.0,9.0,21.0,4.0,7.0,5.0,12.0,74.0,6.0,4.0,3.0,,
499,121,0,0.0,57,31,43,8,2.0,5.0,17.0,18.0,3.0,4.0,6.0,12.0,63.0,6.0,2.0,,,
500,122,0,0.0,70,28,30,5,2.0,2.0,27.0,27.0,5.0,11.0,20.0,34.0,72.0,4.0,6.0,,,
501,123,1,2.0,66,42,34,12,4.0,5.0,37.0,28.0,6.0,16.0,12.0,20.0,92.0,6.0,3.0,6.0,,
502,124,0,1.0,72,28,28,8,3.0,0.0,15.0,22.0,5.0,10.0,8.0,10.0,77.0,1.0,6.0,4.0,,
503,125,1,2.0,52,14,48,14,5.0,,40.0,12.0,5.0,7.0,8.0,10.0,52.0,6.0,6.0,,,
504,126,1,2.0,69,27,31,8,10.0,0.0,29.0,21.0,4.0,15.0,10.0,12.0,71.0,6.0,6.0,,,
505,0,1,3.0,63,45,37,16,7.0,7.0,,,5.0,16.0,18.0,25.0,106.0,6.0,6.0,6.0,,
506,1,1,3.0,61,44,39,19,3.0,2.0,,,4.0,13.0,,,99.0,6.0,6.0,6.0,,
507,2,0,2.0,55,61,45,32,11.0,13.0,,,5.0,13.0,,,149.0,6.0,3.0,6.0,6.0,1.0
508,3,0,1.0,52,41,48,19,13.0,8.0,,,2.0,9.0,,,97.0,5.0,6.0,3.0,0.0,
509,4,1,3.0,58,54,42,30,21.0,3.0,,,5.0,16.0,,,148.0,6.0,6.0,6.0,6.0,
510,5,0,1.0,59,68,41,37,20.0,11.0,,,1.0,1.0,30.0,42.0,133.0,7.0,2.0,6.0,6.0,
511,6,0,2.0,53,59,47,44,8.0,8.0,,,10.0,18.0,,,183.0,6.0,3.0,7.0,7.0,4.0
512,7,0,1.0,51,39,49,24,17.0,6.0,,,0.0,1.0,5.0,10.0,82.0,3.0,7.0,3.0,,
513,8,0,2.0,58,68,42,31,15.0,8.0,,,5.0,22.0,,,159.0,6.0,3.0,6.0,6.0,4.0
514,9,1,3.0,51,35,49,27,4.0,5.0,,,9.0,11.0,,,117.0,6.0,7.0,7.0,,
515,10,1,3.0,75,44,25,12,1.0,1.0,,,6.0,10.0,,,87.0,6.0,6.0,6.0,,
516,11,0,0.0,69,44,31,9,8.0,3.0,,,1.0,3.0,13.0,19.0,75.0,5.0,3.0,2.0,,
517,12,1,3.0,54,49,46,30,9.0,3.0,,,9.0,16.0,9.0,14.0,138.0,6.0,6.0,6.0,6.0,
518,13,0,1.0,58,65,42,34,19.0,4.0,,,3.0,15.0,,,149.0,6.0,6.0,5.0,6.0,
519,14,0,2.0,55,76,45,42,9.0,9.0,,,4.0,15.0,26.0,38.0,165.0,3.0,6.0,6.0,6.0,3.0
520,15,1,3.0,48,35,52,25,8.0,4.0,,,6.0,9.0,16.0,24.0,102.0,6.0,6.0,6.0,,
521,16,0,2.0,59,58,41,23,5.0,14.0,,,6.0,17.0,15.0,22.0,144.0,3.0,5.0,6.0,6.0,3.0
522,17,0,2.0,55,56,45,26,11.0,9.0,,,6.0,12.0,,,132.0,3.0,6.0,6.0,5.0,0.0
523,18,0,0.0,62,41,38,10,11.0,2.0,,,0.0,2.0,12.0,21.0,69.0,4.0,2.0,2.0,,
524,19,1,3.0,68,36,32,14,10.0,1.0,,,7.0,14.0,15.0,23.0,91.0,6.0,6.0,6.0,,
525,20,1,3.0,52,38,48,27,8.0,5.0,,,8.0,17.0,,,125.0,6.0,3.0,6.0,6.0,
526,21,0,0.0,38,28,62,27,5.0,14.0,,,4.0,8.0,,,86.0,5.0,5.0,2.0,,
527,22,1,3.0,58,61,42,27,5.0,2.0,,,8.0,11.0,,,145.0,3.0,6.0,6.0,5.0,6.0
528,23,1,3.0,59,38,41,15,14.0,5.0,,,6.0,8.0,5.0,5.0,89.0,6.0,6.0,6.0,,
529,24,1,3.0,67,49,33,19,4.0,4.0,,,3.0,9.0,,,116.0,6.0,7.0,6.0,,
530,25,1,3.0,74,39,26,10,3.0,7.0,,,8.0,13.0,9.0,15.0,86.0,6.0,6.0,6.0,,
531,26,1,3.0,65,34,35,15,5.0,1.0,,,5.0,8.0,,,77.0,6.0,6.0,3.0,,
532,27,1,3.0,53,55,47,39,10.0,7.0,,,4.0,15.0,14.0,24.0,157.0,6.0,6.0,7.0,6.0,
533,28,1,3.0,64,50,36,23,13.0,2.0,,,7.0,11.0,,,112.0,6.0,6.0,4.0,6.0,
534,29,1,3.0,61,49,39,25,7.0,6.0,,,6.0,11.0,,,125.0,6.0,5.0,6.0,6.0,
535,30,0,2.0,53,62,47,33,7.0,9.0,,,3.0,14.0,,,156.0,4.0,6.0,2.0,6.0,4.0
536,31,0,1.0,55,50,45,30,10.0,8.0,,,2.0,5.0,,,112.0,2.0,2.0,7.0,5.0,
537,32,0,0.0,48,27,52,11,2.0,6.0,,,2.0,4.0,9.0,20.0,62.0,1.0,4.0,1.0,,
538,33,1,3.0,60,44,40,19,5.0,3.0,,,5.0,9.0,,,105.0,6.0,6.0,6.0,,
539,34,0,0.0,66,46,34,17,0.0,7.0,,,1.0,5.0,13.0,15.0,87.0,3.0,6.0,3.0,,
540,35,0,0.0,58,40,42,17,3.0,11.0,,,2.0,10.0,16.0,25.0,92.0,4.0,4.0,2.0,,
541,36,1,2.0,51,36,49,29,6.0,8.0,,,3.0,8.0,13.0,23.0,100.0,7.0,3.0,5.0,,
542,37,1,3.0,60,41,40,21,12.0,2.0,,,5.0,11.0,20.0,21.0,103.0,6.0,6.0,7.0,,
543,38,0,2.0,58,63,42,30,9.0,6.0,,,6.0,9.0,18.0,29.0,146.0,3.0,6.0,7.0,4.0,2.0
544,39,0,1.0,52,44,48,29,8.0,7.0,,,1.0,6.0,,,109.0,6.0,4.0,2.0,1.0,
545,40,0,1.0,56,54,44,31,6.0,9.0,,,1.0,7.0,19.0,28.0,117.0,6.0,6.0,1.0,2.0,
546,41,1,3.0,73,42,27,11,16.0,3.0,,,6.0,7.0,12.0,17.0,87.0,6.0,6.0,6.0,,
547,42,0,0.0,56,18,44,8,1.0,7.0,,,1.0,1.0,6.0,14.0,38.0,1.0,2.0,0.0,,
548,43,0,0.0,51,29,49,20,4.0,8.0,,,0.0,0.0,,,57.0,3.0,2.0,4.0,,
549,44,0,0.0,58,27,42,8,3.0,3.0,,,0.0,0.0,4.0,4.0,50.0,1.0,3.0,1.0,,
550,45,1,3.0,58,64,42,39,3.0,3.0,,,6.0,16.0,,,178.0,4.0,3.0,7.0,6.0,7.0
551,46,0,2.0,51,72,49,40,29.0,11.0,,,6.0,23.0,36.0,49.0,191.0,5.0,6.0,4.0,7.0,6.0
552,47,1,3.0,66,47,34,21,4.0,2.0,,,7.0,17.0,24.0,36.0,134.0,3.0,6.0,6.0,6.0,
553,48,0,2.0,51,46,49,27,5.0,9.0,,,6.0,10.0,,,116.0,1.0,6.0,6.0,3.0,4.0
554,49,1,3.0,73,40,27,10,8.0,1.0,,,7.0,16.0,20.0,27.0,90.0,6.0,6.0,6.0,,
555,50,0,0.0,67,44,33,14,7.0,8.0,,,2.0,8.0,,,93.0,2.0,4.0,4.0,,
556,51,0,0.0,63,50,37,22,6.0,5.0,,,1.0,3.0,,,94.0,4.0,4.0,6.0,,
557,52,0,0.0,65,39,35,17,4.0,2.0,,,3.0,10.0,,,96.0,5.0,3.0,6.0,,
558,53,0,1.0,55,49,45,24,13.0,3.0,,,4.0,9.0,,,107.0,6.0,6.0,4.0,1.0,
559,54,1,3.0,46,38,54,29,8.0,7.0,,,10.0,19.0,14.0,27.0,129.0,6.0,4.0,6.0,6.0,
560,55,0,1.0,48,57,52,45,13.0,3.0,,,1.0,4.0,22.0,32.0,133.0,3.0,7.0,4.0,6.0,
561,56,1,3.0,67,36,33,15,3.0,0.0,,,6.0,8.0,19.0,26.0,91.0,6.0,6.0,6.0,,
562,57,0,1.0,67,72,33,29,5.0,1.0,,,3.0,13.0,,,156.0,6.0,4.0,6.0,6.0,
563,58,1,3.0,59,62,41,24,12.0,4.0,,,5.0,10.0,,,138.0,6.0,3.0,7.0,7.0,
564,59,0,2.0,50,48,50,29,11.0,6.0,,,5.0,12.0,10.0,16.0,133.0,6.0,1.0,2.0,6.0,4.0
565,60,1,3.0,51,32,49,27,7.0,2.0,,,6.0,13.0,11.0,18.0,103.0,7.0,6.0,6.0,,
566,61,0,2.0,64,82,36,36,9.0,6.0,,,4.0,11.0,35.0,46.0,170.0,7.0,6.0,4.0,6.0,6.0
567,62,1,3.0,60,34,40,20,16.0,3.0,,,5.0,10.0,5.0,8.0,89.0,6.0,6.0,6.0,,
568,63,0,1.0,59,58,41,20,10.0,6.0,,,1.0,6.0,16.0,27.0,113.0,5.0,6.0,2.0,3.0,
569,64,1,3.0,58,50,42,22,8.0,6.0,,,6.0,12.0,14.0,23.0,112.0,6.0,7.0,7.0,,
570,65,0,0.0,43,14,57,12,4.0,1.0,,,1.0,8.0,,,48.0,6.0,1.0,,,
571,66,1,3.0,52,59,48,38,23.0,10.0,,,4.0,9.0,19.0,29.0,141.0,6.0,7.0,4.0,7.0,
572,67,0,0.0,64,32,36,17,2.0,5.0,,,1.0,7.0,10.0,19.0,79.0,1.0,2.0,4.0,,
573,68,0,1.0,68,51,32,17,3.0,4.0,,,4.0,10.0,14.0,25.0,104.0,6.0,6.0,5.0,2.0,
574,69,0,0.0,62,30,38,10,1.0,7.0,,,2.0,13.0,,,74.0,4.0,4.0,1.0,,
575,70,0,0.0,60,45,40,17,7.0,5.0,,,0.0,5.0,,,91.0,4.0,4.0,5.0,,
576,71,0,1.0,62,42,38,20,2.0,5.0,,,3.0,8.0,21.0,24.0,104.0,3.0,7.0,1.0,2.0,
577,72,1,3.0,52,27,48,22,6.0,2.0,,,7.0,13.0,28.0,40.0,94.0,6.0,6.0,6.0,,
578,73,1,3.0,55,68,45,41,13.0,3.0,,,2.0,6.0,28.0,45.0,157.0,7.0,7.0,6.0,6.0,
579,74,1,3.0,64,39,36,12,9.0,3.0,,,7.0,11.0,9.0,15.0,92.0,6.0,6.0,6.0,,
580,75,0,1.0,62,47,38,23,8.0,2.0,,,6.0,11.0,18.0,25.0,117.0,6.0,3.0,6.0,3.0,
581,76,1,3.0,70,71,30,21,23.0,2.0,,,3.0,9.0,37.0,63.0,130.0,7.0,6.0,4.0,7.0,
582,77,0,1.0,61,48,39,25,3.0,3.0,,,3.0,3.0,25.0,41.0,102.0,3.0,2.0,7.0,2.0,
583,78,1,3.0,66,45,34,14,16.0,0.0,,,5.0,10.0,,,93.0,6.0,6.0,6.0,,
584,79,0,0.0,58,21,42,12,2.0,5.0,,,0.0,1.0,4.0,12.0,46.0,2.0,1.0,0.0,,
585,80,1,3.0,74,48,26,11,13.0,2.0,,,5.0,14.0,15.0,22.0,102.0,7.0,6.0,6.0,,
586,81,0,2.0,64,65,36,25,9.0,9.0,,,5.0,12.0,,,138.0,6.0,3.0,6.0,3.0,4.0
587,82,0,2.0,69,87,31,30,8.0,9.0,,,6.0,14.0,24.0,33.0,173.0,6.0,6.0,6.0,4.0,4.0
588,83,1,3.0,62,63,38,28,14.0,4.0,,,6.0,11.0,25.0,42.0,145.0,3.0,4.0,6.0,6.0,7.0
589,84,1,3.0,60,51,40,20,15.0,9.0,,,6.0,10.0,15.0,20.0,118.0,6.0,6.0,7.0,,
590,85,0,0.0,53,35,47,19,10.0,4.0,,,2.0,9.0,,,84.0,5.0,1.0,3.0,,
591,86,1,3.0,55,63,45,34,9.0,2.0,,,5.0,17.0,,,155.0,6.0,6.0,3.0,4.0,6.0
592,87,1,3.0,50,56,50,38,10.0,7.0,,,8.0,18.0,32.0,50.0,160.0,6.0,5.0,3.0,7.0,6.0
593,88,1,3.0,57,41,43,35,5.0,3.0,,,5.0,9.0,17.0,26.0,117.0,7.0,6.0,3.0,6.0,
594,89,0,0.0,62,42,38,20,5.0,8.0,,,3.0,13.0,31.0,54.0,109.0,5.0,3.0,4.0,,
595,90,1,3.0,52,48,48,27,5.0,7.0,,,7.0,13.0,23.0,33.0,123.0,7.0,6.0,7.0,,
596,91,0,0.0,46,19,54,23,3.0,5.0,,,2.0,2.0,,,62.0,4.0,2.0,2.0,,
597,92,1,3.0,60,51,40,25,9.0,5.0,,,3.0,7.0,25.0,36.0,111.0,7.0,7.0,6.0,,
598,93,1,3.0,43,24,57,24,10.0,6.0,,,6.0,12.0,6.0,8.0,82.0,6.0,6.0,6.0,,
599,94,1,3.0,58,39,42,18,9.0,2.0,,,7.0,12.0,14.0,21.0,98.0,6.0,6.0,6.0,,
600,95,0,0.0,60,49,40,26,1.0,6.0,,,4.0,14.0,12.0,15.0,114.0,6.0,6.0,3.0,,
601,96,1,3.0,64,42,36,21,14.0,4.0,,,4.0,11.0,14.0,25.0,112.0,6.0,2.0,6.0,4.0,
602,97,0,1.0,59,56,41,29,7.0,8.0,,,0.0,4.0,17.0,27.0,113.0,7.0,4.0,3.0,4.0,
603,98,0,1.0,46,35,54,27,19.0,8.0,,,2.0,6.0,12.0,17.0,90.0,6.0,6.0,1.0,2.0,
604,99,0,1.0,51,50,49,27,4.0,3.0,,,6.0,8.0,15.0,27.0,112.0,4.0,3.0,6.0,4.0,
605,100,1,3.0,57,36,43,15,8.0,4.0,,,6.0,14.0,19.0,24.0,90.0,6.0,6.0,6.0,,
606,101,1,3.0,60,58,40,25,11.0,5.0,,,7.0,14.0,22.0,37.0,150.0,7.0,6.0,4.0,7.0,
607,102,0,1.0,74,72,26,14,26.0,5.0,,,2.0,7.0,18.0,31.0,123.0,4.0,6.0,5.0,6.0,
608,103,0,0.0,52,28,48,18,6.0,1.0,,,0.0,2.0,13.0,27.0,63.0,4.0,3.0,3.0,,
609,104,1,3.0,68,30,32,12,3.0,2.0,,,8.0,13.0,22.0,30.0,94.0,6.0,6.0,6.0,,
610,105,0,2.0,61,63,39,26,10.0,3.0,,,7.0,16.0,39.0,55.0,146.0,4.0,6.0,6.0,3.0,5.0
611,106,0,1.0,50,37,50,22,5.0,1.0,,,4.0,9.0,25.0,41.0,95.0,3.0,2.0,6.0,3.0,
612,107,0,1.0,58,55,42,17,13.0,2.0,,,1.0,7.0,6.0,14.0,111.0,3.0,6.0,6.0,1.0,
613,108,1,3.0,51,37,49,25,7.0,2.0,,,4.0,10.0,8.0,12.0,99.0,7.0,6.0,6.0,,
614,109,0,2.0,61,55,39,23,10.0,5.0,,,5.0,19.0,14.0,24.0,134.0,3.0,4.0,6.0,6.0,1.0
615,110,1,3.0,52,55,48,37,11.0,5.0,,,5.0,15.0,25.0,30.0,151.0,6.0,6.0,6.0,7.0,
616,111,0,0.0,52,25,48,12,5.0,6.0,,,0.0,3.0,13.0,20.0,63.0,0.0,3.0,2.0,,
617,112,1,3.0,59,81,41,45,6.0,9.0,,,5.0,21.0,31.0,44.0,195.0,6.0,7.0,2.0,7.0,7.0
618,113,0,1.0,59,68,41,34,8.0,5.0,,,5.0,14.0,29.0,48.0,153.0,6.0,6.0,5.0,6.0,
619,114,0,0.0,60,38,40,16,5.0,0.0,,,2.0,16.0,32.0,52.0,101.0,6.0,3.0,4.0,,
620,115,0,1.0,63,58,37,26,12.0,1.0,,,0.0,1.0,22.0,34.0,112.0,7.0,4.0,3.0,1.0,
621,116,1,3.0,59,55,41,29,9.0,6.0,,,10.0,14.0,26.0,37.0,145.0,6.0,3.0,6.0,6.0,7.0
622,117,1,3.0,63,58,37,23,5.0,5.0,,,6.0,15.0,32.0,38.0,129.0,6.0,6.0,6.0,6.0,
623,118,1,3.0,58,55,42,27,14.0,6.0,,,6.0,11.0,11.0,15.0,127.0,3.0,6.0,7.0,6.0,
624,119,1,3.0,59,57,41,31,6.0,3.0,,,6.0,14.0,30.0,45.0,142.0,6.0,6.0,4.0,2.0,6.0
625,120,0,0.0,52,20,48,9,3.0,4.0,,,0.0,0.0,7.0,15.0,43.0,0.0,2.0,2.0,,
626,121,1,3.0,68,49,32,19,5.0,1.0,,,7.0,12.0,27.0,39.0,115.0,6.0,6.0,3.0,6.0,
627,122,0,0.0,63,37,37,22,5.0,4.0,,,0.0,0.0,10.0,22.0,78.0,4.0,3.0,2.0,,
