,Player1,Player2,Round,Result,FNL.1,FNL.2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
59,Elina Svitolina,Svetlana Kuznetsova,1,1,2.0,0.0,61,26,39,8,5.0,5.0,27.0,21.0,5.0,12.0,12.0,18.0,65.0,6.0,6.0,,,,48,20,52,11,1.0,4.0,17.0,24.0,2.0,4.0,4.0,5.0,53.0,3.0,3.0,,,
60,Bojana Jovanovski,Jana Cepelova,1,1,2.0,1.0,76,43,24,11,0.0,1.0,0.0,1.0,9.0,13.0,,,100.0,6.0,6.0,6.0,,,69,28,31,7,2.0,5.0,2.0,5.0,5.0,12.0,,,81.0,7.0,1.0,3.0,,
61,Chanelle Scheepers,Yvonne Meusburger,1,0,0.0,2.0,53,27,47,12,2.0,13.0,2.0,13.0,4.0,7.0,,,71.0,6.0,4.0,,,,68,32,32,12,1.0,5.0,1.0,5.0,5.0,11.0,,,80.0,7.0,6.0,,,
62,Su-Wei Hsieh,Barbora Zahlavova Strycova,1,0,1.0,2.0,58,33,42,15,1.0,5.0,14.0,39.0,1.0,4.0,11.0,16.0,75.0,1.0,6.0,1.0,,,68,39,32,13,5.0,2.0,31.0,36.0,5.0,17.0,22.0,28.0,95.0,6.0,4.0,6.0,,
63,Johanna Larsson,Victoria Azarenka,1,0,0.0,2.0,72,24,28,5,2.0,5.0,13.0,29.0,3.0,10.0,4.0,5.0,59.0,6.0,2.0,,,,75,41,25,4,0.0,7.0,27.0,32.0,5.0,5.0,15.0,17.0,80.0,7.0,6.0,,,
64,Serena Williams,Vesna Dolonc,2,1,2.0,0.0,66,28,34,8,10.0,2.0,24.0,19.0,4.0,7.0,3.0,4.0,61.0,6.0,6.0,,,,54,17,46,6,2.0,8.0,9.0,20.0,0.0,1.0,3.0,3.0,37.0,1.0,2.0,,,
65,Karolina Pliskova,Daniela Hantuchova,2,0,1.0,2.0,55,50,45,28,11.0,6.0,57.0,60.0,3.0,14.0,15.0,17.0,123.0,3.0,6.0,1.0,,,59,53,41,28,9.0,8.0,43.0,35.0,4.0,9.0,10.0,14.0,129.0,6.0,3.0,1.0,,
66,Samantha Stosur,Tsvetana Pironkova,2,1,2.0,0.0,59,20,41,10,4.0,3.0,23.0,15.0,5.0,13.0,13.0,17.0,58.0,6.0,6.0,,,,57,15,43,4,1.0,2.0,5.0,19.0,0.0,1.0,5.0,6.0,30.0,2.0,0.0,,,
67,Annika Beck,Ana Ivanovic,2,0,0.0,2.0,75,13,25,3,0.0,3.0,10.0,29.0,2.0,3.0,5.0,8.0,35.0,1.0,2.0,,,,54,16,46,13,2.0,2.0,16.0,17.0,6.0,7.0,0.0,1.0,57.0,6.0,6.0,,,
68,Jie Zheng,Madison Keys,2,1,2.0,1.0,76,40,24,14,0.0,4.0,19.0,48.0,7.0,10.0,10.0,15.0,102.0,7.0,1.0,7.0,,,63,39,37,18,3.0,1.0,30.0,43.0,8.0,16.0,6.0,11.0,109.0,6.0,6.0,5.0,,
69,Casey Dellacqua,Kirsten Flipkens,2,1,2.0,0.0,73,22,27,6,1.0,0.0,15.0,15.0,6.0,19.0,7.0,10.0,61.0,6.0,6.0,,,,48,15,52,10,0.0,7.0,17.0,29.0,1.0,1.0,10.0,13.0,38.0,3.0,0.0,,,
70,Eugenie Bouchard,Virginie Razzano,2,1,2.0,0.0,50,26,50,17,4.0,2.0,25.0,25.0,5.0,10.0,3.0,7.0,84.0,6.0,7.0,,,,75,32,25,6,2.0,1.0,27.0,42.0,3.0,9.0,13.0,17.0,71.0,2.0,6.0,,,
71,Lauren Davis,Julia Goerges,2,1,2.0,1.0,69,51,31,15,0.0,6.0,14.0,20.0,3.0,7.0,5.0,7.0,94.0,7.0,2.0,6.0,,,71,45,29,11,6.0,1.0,42.0,47.0,3.0,13.0,12.0,15.0,98.0,5.0,6.0,4.0,,
72,Na Li,Belinda Bencic,2,1,2.0,0.0,60,27,40,12,4.0,2.0,30.0,31.0,5.0,7.0,2.0,5.0,67.0,6.0,7.0,,,,54,21,46,8,2.0,5.0,12.0,19.0,2.0,2.0,3.0,4.0,53.0,0.0,6.0,,,
73,Lucie Hradecka,Lucie Safarova,2,0,1.0,2.0,44,33,56,26,9.0,9.0,9.0,9.0,0.0,6.0,,,90.0,7.0,3.0,0.0,,,62,47,38,20,6.0,7.0,6.0,7.0,4.0,13.0,,,113.0,6.0,6.0,6.0,,
74,Ekaterina Makarova,Irina Falconi,2,1,2.0,0.0,56,26,44,14,4.0,6.0,18.0,28.0,5.0,13.0,9.0,14.0,74.0,6.0,7.0,,,,74,22,26,10,0.0,2.0,18.0,40.0,2.0,4.0,3.0,7.0,55.0,2.0,5.0,,,
75,Monica Niculescu,Sabine Lisicki,2,1,2.0,1.0,66,35,34,9,0.0,6.0,8.0,18.0,7.0,14.0,12.0,16.0,87.0,2.0,6.0,6.0,,,53,23,47,14,10.0,6.0,43.0,56.0,5.0,6.0,19.0,34.0,76.0,6.0,2.0,2.0,,
76,Angelique Kerber,Alla Kudryavtseva,2,1,2.0,0.0,59,24,41,11,3.0,1.0,22.0,10.0,4.0,13.0,3.0,4.0,65.0,6.0,6.0,,,,63,25,37,8,4.0,2.0,23.0,24.0,1.0,2.0,11.0,17.0,47.0,4.0,2.0,,,
77,Yanina Wickmayer,Alison Riske,2,0,0.0,2.0,63,13,37,6,3.0,3.0,14.0,30.0,0.0,2.0,3.0,7.0,36.0,1.0,1.0,,,,78,27,22,6,4.0,2.0,15.0,8.0,5.0,10.0,2.0,3.0,60.0,6.0,6.0,,,
78,Flavia Pennetta,Monica Puig,2,1,2.0,0.0,45,22,55,18,9.0,0.0,21.0,14.0,2.0,6.0,4.0,4.0,67.0,6.0,6.0,,,,45,21,55,16,5.0,6.0,19.0,38.0,0.0,0.0,11.0,16.0,50.0,3.0,4.0,,,
79,Mona Barthel,Luksika Kumkhum,2,1,2.0,1.0,63,44,37,18,3.0,6.0,25.0,33.0,4.0,5.0,11.0,20.0,92.0,4.0,6.0,6.0,,,58,38,42,13,4.0,8.0,37.0,39.0,3.0,7.0,7.0,8.0,94.0,6.0,3.0,4.0,,
80,Jelena Jankovic,Ayumi Morita,2,1,2.0,0.0,59,19,41,7,9.0,4.0,25.0,14.0,6.0,6.0,0.0,1.0,53.0,6.0,6.0,,,,57,8,43,5,1.0,3.0,7.0,18.0,1.0,1.0,1.0,2.0,26.0,2.0,0.0,,,
81,Kurumi Nara,Magdalena Rybarikova,2,1,2.0,0.0,66,26,34,15,0.0,2.0,8.0,26.0,4.0,4.0,5.0,10.0,59.0,6.0,6.0,,,,52,16,48,8,4.0,1.0,13.0,38.0,2.0,5.0,7.0,11.0,51.0,4.0,3.0,,,
82,Marina Erakovic,Zarina Diyas,2,0,0.0,2.0,50,15,50,8,2.0,5.0,15.0,27.0,1.0,10.0,3.0,4.0,46.0,4.0,0.0,,,,70,27,30,10,1.0,1.0,27.0,15.0,5.0,5.0,2.0,2.0,66.0,6.0,6.0,,,
83,Varvara Lepchenko,Simona Halep,2,0,1.0,2.0,63,34,37,10,1.0,4.0,23.0,47.0,2.0,2.0,9.0,10.0,66.0,6.0,0.0,1.0,,,58,29,42,16,0.0,3.0,10.0,19.0,6.0,15.0,1.0,2.0,90.0,4.0,6.0,6.0,,
84,Carla Suarez Navarro,Galina Voskoboeva,2,1,2.0,1.0,73,57,27,17,0.0,5.0,19.0,30.0,6.0,10.0,14.0,19.0,126.0,7.0,3.0,8.0,,,55,40,45,23,3.0,13.0,50.0,67.0,7.0,17.0,25.0,39.0,121.0,6.0,6.0,6.0,,
85,Stefanie Voegele,Dominika Cibulkova,2,0,0.0,2.0,42,11,58,1,3.0,1.0,12.0,22.0,1.0,5.0,2.0,3.0,30.0,0.0,1.0,,,,68,21,32,8,0.0,2.0,17.0,13.0,6.0,9.0,4.0,5.0,55.0,6.0,6.0,,,
86,Alize Cornet,Camila Giorgi,2,1,2.0,1.0,59,39,41,17,1.0,9.0,5.0,29.0,6.0,13.0,2.0,6.0,103.0,6.0,4.0,6.0,,,56,31,44,20,0.0,12.0,28.0,73.0,5.0,12.0,19.0,33.0,92.0,3.0,6.0,4.0,,
87,Karin Knapp,Maria Sharapova,2,1,2.0,1.0,53,40,47,23,3.0,9.0,20.0,55.0,6.0,9.0,6.0,7.0,112.0,3.0,6.0,8.0,,,60,44,40,23,2.0,12.0,34.0,67.0,7.0,20.0,6.0,6.0,124.0,6.0,4.0,1.0,,
88,Agnieszka Radwanska,Olga Govortsova,2,1,2.0,0.0,66,28,34,8,1.0,1.0,18.0,13.0,5.0,8.0,11.0,14.0,63.0,6.0,7.0,,,,70,20,30,6,0.0,1.0,18.0,26.0,1.0,2.0,13.0,18.0,43.0,0.0,5.0,,,
89,Mandy Minella,Anastasia Pavlyuchenkova,2,0,0.0,2.0,55,21,45,11,2.0,3.0,2.0,3.0,0.0,0.0,,,42.0,2.0,2.0,,,,67,24,33,8,5.0,1.0,5.0,1.0,4.0,9.0,,,65.0,6.0,6.0,,,
90,Garbine Muguruza,Anna Schmiedlova,2,1,2.0,0.0,56,23,44,11,6.0,6.0,24.0,33.0,6.0,8.0,4.0,9.0,66.0,6.0,6.0,,,,59,15,41,7,1.0,5.0,6.0,20.0,3.0,7.0,0.0,2.0,45.0,3.0,3.0,,,
91,Christina McHale,Caroline Wozniacki,2,0,1.0,2.0,53,22,47,12,3.0,3.0,17.0,37.0,3.0,6.0,2.0,2.0,61.0,0.0,6.0,2.0,,,74,30,26,8,2.0,3.0,15.0,29.0,5.0,12.0,11.0,15.0,70.0,6.0,1.0,6.0,,
92,Sloane Stephens,Ajla Tomljanovic,2,1,2.0,1.0,71,39,29,14,3.0,3.0,25.0,36.0,5.0,10.0,10.0,13.0,92.0,3.0,6.0,7.0,,,54,35,46,22,3.0,6.0,25.0,44.0,3.0,6.0,8.0,16.0,87.0,6.0,2.0,5.0,,
93,Olivia Rogowska,Elina Svitolina,2,0,0.0,2.0,61,26,39,14,5.0,2.0,22.0,36.0,3.0,5.0,8.0,10.0,65.0,4.0,5.0,,,,53,26,47,15,7.0,3.0,19.0,24.0,5.0,8.0,8.0,11.0,76.0,6.0,7.0,,,
94,Bojana Jovanovski,Yvonne Meusburger,2,0,1.0,2.0,69,30,31,14,,1.0,32.0,50.0,6.0,9.0,7.0,9.0,85.0,6.0,3.0,2.0,,,67,38,33,5,,5.0,18.0,34.0,8.0,15.0,9.0,12.0,92.0,3.0,6.0,6.0,,
95,Barbora Zahlavova Strycova,Victoria Azarenka,2,0,0.0,2.0,55,13,45,9,1.0,2.0,17.0,30.0,2.0,8.0,17.0,27.0,50.0,1.0,4.0,,,,85,34,15,6,0.0,1.0,15.0,18.0,5.0,11.0,10.0,19.0,65.0,6.0,6.0,,,
96,Serena Williams,Daniela Hantuchova,3,1,2.0,0.0,48,20,52,15,10.0,2.0,25.0,21.0,4.0,7.0,4.0,12.0,60.0,6.0,6.0,,,,54,15,46,12,2.0,2.0,10.0,19.0,1.0,6.0,1.0,3.0,48.0,3.0,3.0,,,
97,Samantha Stosur,Ana Ivanovic,3,0,1.0,2.0,68,42,32,22,3.0,2.0,21.0,30.0,1.0,4.0,11.0,16.0,93.0,7.0,4.0,2.0,,,58,47,42,23,6.0,3.0,46.0,40.0,4.0,9.0,16.0,23.0,107.0,6.0,6.0,6.0,,
98,Jie Zheng,Casey Dellacqua,3,0,0.0,2.0,64,18,36,11,0.0,5.0,15.0,28.0,2.0,3.0,2.0,4.0,45.0,2.0,4.0,,,,58,20,42,14,1.0,3.0,14.0,16.0,5.0,10.0,3.0,4.0,64.0,6.0,6.0,,,
99,Eugenie Bouchard,Lauren Davis,3,1,2.0,0.0,61,23,39,10,4.0,2.0,18.0,23.0,5.0,8.0,3.0,5.0,67.0,6.0,6.0,,,,77,24,23,3,0.0,1.0,7.0,31.0,1.0,3.0,3.0,4.0,43.0,2.0,2.0,,,
100,Na Li,Lucie Safarova,3,1,2.0,1.0,60,43,40,18,5.0,6.0,17.0,50.0,4.0,10.0,8.0,9.0,99.0,1.0,7.0,6.0,,,59,33,41,17,2.0,7.0,21.0,43.0,6.0,16.0,5.0,6.0,99.0,6.0,6.0,3.0,,
101,Ekaterina Makarova,Monica Niculescu,3,1,2.0,0.0,56,17,44,13,2.0,1.0,17.0,35.0,6.0,9.0,9.0,10.0,65.0,6.0,6.0,,,,70,23,30,8,1.0,3.0,9.0,34.0,4.0,4.0,4.0,11.0,56.0,4.0,4.0,,,
102,Angelique Kerber,Alison Riske,3,1,2.0,0.0,63,21,37,6,4.0,4.0,21.0,16.0,7.0,13.0,6.0,9.0,64.0,6.0,6.0,,,,62,16,38,8,0.0,6.0,18.0,29.0,4.0,5.0,8.0,23.0,48.0,3.0,4.0,,,
103,Flavia Pennetta,Mona Barthel,3,1,2.0,0.0,44,17,56,15,3.0,4.0,14.0,10.0,6.0,15.0,3.0,5.0,70.0,6.0,7.0,,,,60,22,40,13,4.0,6.0,22.0,45.0,2.0,4.0,6.0,10.0,55.0,1.0,5.0,,,
104,Jelena Jankovic,Kurumi Nara,3,1,2.0,0.0,62,23,38,13,1.0,3.0,12.0,33.0,7.0,9.0,5.0,10.0,72.0,6.0,7.0,,,,86,25,14,5,0.0,2.0,19.0,43.0,5.0,7.0,13.0,18.0,63.0,4.0,5.0,,,
105,Zarina Diyas,Simona Halep,3,0,0.0,2.0,61,16,39,7,0.0,3.0,9.0,32.0,2.0,4.0,7.0,9.0,42.0,1.0,4.0,,,,52,18,48,13,1.0,3.0,18.0,20.0,6.0,6.0,3.0,6.0,62.0,6.0,6.0,,,
106,Carla Suarez Navarro,Dominika Cibulkova,3,0,0.0,2.0,65,12,35,4,0.0,0.0,2.0,23.0,0.0,1.0,0.0,3.0,26.0,1.0,0.0,,,,69,21,31,8,1.0,1.0,20.0,20.0,5.0,9.0,7.0,9.0,56.0,6.0,6.0,,,
107,Alize Cornet,Maria Sharapova,3,0,0.0,2.0,65,24,35,9,,5.0,11.0,23.0,4.0,6.0,7.0,12.0,60.0,1.0,6.0,,,,50,23,50,16,,8.0,35.0,35.0,6.0,14.0,12.0,13.0,81.0,6.0,7.0,,,
108,Agnieszka Radwanska,Anastasia Pavlyuchenkova,3,1,2.0,1.0,65,36,35,16,5.0,2.0,25.0,19.0,6.0,9.0,13.0,20.0,96.0,5.0,6.0,6.0,,,59,29,41,17,0.0,7.0,39.0,49.0,3.0,5.0,12.0,21.0,78.0,7.0,2.0,2.0,,
109,Garbine Muguruza,Caroline Wozniacki,3,1,2.0,1.0,64,37,36,16,5.0,7.0,33.0,56.0,7.0,10.0,12.0,17.0,96.0,4.0,7.0,6.0,,,67,39,33,12,2.0,6.0,17.0,37.0,5.0,16.0,9.0,13.0,93.0,6.0,5.0,3.0,,
110,Sloane Stephens,Elina Svitolina,3,1,2.0,0.0,69,31,31,10,1.0,0.0,24.0,32.0,4.0,9.0,10.0,13.0,68.0,7.0,6.0,,,,57,23,43,15,0.0,4.0,12.0,27.0,2.0,3.0,9.0,17.0,61.0,5.0,4.0,,,
111,Yvonne Meusburger,Victoria Azarenka,3,0,0.0,2.0,70,8,30,4,,5.0,5.0,18.0,1.0,2.0,3.0,3.0,25.0,1.0,0.0,,,,74,20,26,5,,2.0,20.0,13.0,7.0,14.0,14.0,17.0,56.0,6.0,6.0,,,
112,Serena Williams,Ana Ivanovic,4,0,1.0,2.0,66,43,34,13,13.0,4.0,22.0,31.0,2.0,3.0,10.0,15.0,79.0,6.0,3.0,3.0,,,53,31,47,21,1.0,2.0,33.0,27.0,4.0,14.0,10.0,13.0,91.0,4.0,6.0,6.0,,
113,Casey Dellacqua,Eugenie Bouchard,4,0,1.0,2.0,61,33,39,14,0.0,3.0,11.0,47.0,1.0,2.0,5.0,9.0,68.0,7.0,2.0,0.0,,,65,37,35,16,6.0,1.0,29.0,28.0,6.0,11.0,10.0,12.0,94.0,6.0,6.0,6.0,,
114,Na Li,Ekaterina Makarova,4,1,2.0,0.0,80,26,20,4,1.0,1.0,18.0,14.0,5.0,7.0,8.0,14.0,55.0,6.0,6.0,,,,64,14,36,3,0.0,1.0,4.0,11.0,0.0,4.0,3.0,4.0,31.0,2.0,0.0,,,
115,Angelique Kerber,Flavia Pennetta,4,0,1.0,2.0,64,35,36,10,1.0,4.0,25.0,35.0,5.0,6.0,5.0,13.0,77.0,1.0,6.0,5.0,,,60,33,40,12,8.0,2.0,43.0,37.0,8.0,18.0,17.0,27.0,98.0,6.0,4.0,7.0,,
116,Jelena Jankovic,Simona Halep,4,0,1.0,2.0,67,32,33,11,2.0,2.0,23.0,43.0,4.0,8.0,20.0,30.0,69.0,4.0,6.0,0.0,,,64,26,36,14,0.0,4.0,22.0,28.0,6.0,13.0,4.0,4.0,81.0,6.0,2.0,6.0,,
117,Dominika Cibulkova,Maria Sharapova,4,1,2.0,1.0,69,27,31,13,1.0,5.0,16.0,28.0,7.0,14.0,2.0,2.0,87.0,3.0,6.0,6.0,,,66,31,34,12,3.0,8.0,27.0,45.0,5.0,10.0,8.0,10.0,77.0,6.0,4.0,1.0,,
118,Agnieszka Radwanska,Garbine Muguruza,4,1,2.0,0.0,73,34,27,11,2.0,1.0,9.0,15.0,4.0,9.0,4.0,7.0,76.0,6.0,6.0,,,,56,18,44,10,3.0,3.0,23.0,44.0,0.0,6.0,6.0,14.0,49.0,1.0,3.0,,,
119,Sloane Stephens,Victoria Azarenka,4,0,0.0,2.0,72,24,28,9,0.0,0.0,20.0,32.0,0.0,2.0,6.0,8.0,55.0,3.0,2.0,,,,69,32,31,10,3.0,7.0,20.0,20.0,3.0,14.0,13.0,17.0,74.0,6.0,6.0,,,
120,Ana Ivanovic,Eugenie Bouchard,5,0,1.0,2.0,56,34,44,23,1.0,4.0,34.0,35.0,5.0,12.0,12.0,18.0,104.0,7.0,5.0,2.0,,,58,42,42,20,2.0,6.0,47.0,37.0,7.0,13.0,19.0,24.0,113.0,5.0,7.0,6.0,,
121,Na Li,Flavia Pennetta,5,1,2.0,0.0,64,23,36,10,1.0,1.0,23.0,17.0,5.0,8.0,7.0,10.0,62.0,6.0,6.0,,,,39,12,61,13,3.0,5.0,14.0,27.0,1.0,4.0,2.0,2.0,37.0,2.0,2.0,,,
122,Simona Halep,Dominika Cibulkova,5,0,0.0,2.0,67,13,33,6,2.0,1.0,9.0,25.0,1.0,3.0,1.0,4.0,32.0,3.0,0.0,,,,77,25,23,5,0.0,3.0,17.0,16.0,5.0,9.0,3.0,4.0,54.0,6.0,6.0,,,
123,Agnieszka Radwanska,Victoria Azarenka,5,1,2.0,1.0,59,33,41,16,1.0,1.0,23.0,15.0,6.0,16.0,19.0,24.0,94.0,6.0,5.0,6.0,,,60,26,40,19,0.0,5.0,33.0,47.0,2.0,5.0,20.0,34.0,74.0,1.0,7.0,0.0,,
124,Eugenie Bouchard,Na Li,6,0,0.0,2.0,45,13,55,5,2.0,2.0,10.0,14.0,3.0,7.0,4.0,5.0,49.0,2.0,4.0,,,,61,27,39,11,4.0,5.0,35.0,23.0,6.0,10.0,11.0,14.0,71.0,6.0,6.0,,,
125,Dominika Cibulkova,Agnieszka Radwanska,6,1,2.0,0.0,64,22,36,10,0.0,2.0,21.0,20.0,6.0,9.0,12.0,14.0,63.0,6.0,6.0,,,,68,17,32,2,2.0,2.0,12.0,24.0,1.0,9.0,4.0,9.0,40.0,1.0,2.0,,,
126,Na Li,Dominika Cibulkova,7,1,2.0,0.0,60,21,40,15,2.0,3.0,34.0,30.0,5.0,10.0,8.0,13.0,75.0,7.0,6.0,,,,67,29,33,5,0.0,7.0,11.0,28.0,2.0,3.0,3.0,4.0,58.0,6.0,0.0,,,
0,Pablo Carreno-Busta,Roger Federer,1,0,0.0,3.0,62,27,38,11,1.0,3.0,12.0,29.0,1.0,3.0,9.0,20.0,50.0,2.0,2.0,3.0,,,68,33,32,14,10.0,0.0,33.0,19.0,7.0,7.0,14.0,18.0,88.0,6.0,6.0,6.0,,
1,Somdev Devvarman,Daniel Munoz-De La Nava,1,1,3.0,0.0,62,54,38,22,7.0,3.0,26.0,20.0,5.0,8.0,12.0,21.0,120.0,6.0,6.0,7.0,,,52,35,48,24,0.0,2.0,40.0,47.0,1.0,16.0,22.0,25.0,106.0,3.0,3.0,5.0,,
2,Tobias Kamke,Paolo Lorenzi,1,1,3.0,2.0,62,53,38,15,4.0,6.0,42.0,55.0,10.0,22.0,14.0,32.0,140.0,6.0,6.0,3.0,0.0,6.0,46,42,54,31,6.0,8.0,39.0,54.0,10.0,18.0,19.0,27.0,139.0,3.0,3.0,6.0,6.0,3.0
3,Julien Benneteau,Ricardas Berankis,1,1,3.0,1.0,72,87,28,19,14.0,2.0,48.0,27.0,4.0,13.0,14.0,30.0,163.0,7.0,6.0,5.0,7.0,,53,58,47,38,13.0,10.0,72.0,56.0,4.0,13.0,33.0,43.0,149.0,6.0,3.0,7.0,6.0,
4,Lukas Lacko,Sam Querrey,1,0,0.0,3.0,52,31,48,22,4.0,4.0,21.0,24.0,1.0,1.0,3.0,5.0,72.0,3.0,4.0,4.0,,,58,39,42,19,10.0,1.0,42.0,37.0,4.0,7.0,12.0,13.0,93.0,6.0,6.0,6.0,,
5,Jan Hajek,Denis Kudla,1,1,3.0,1.0,70,58,30,18,4.0,4.0,35.0,36.0,6.0,12.0,8.0,10.0,130.0,6.0,5.0,6.0,6.0,,68,48,32,17,5.0,5.0,30.0,51.0,1.0,7.0,6.0,9.0,93.0,2.0,7.0,0.0,4.0,
6,Adrian Mannarino,Pablo Cuevas,1,0,2.0,3.0,63,71,37,38,5.0,5.0,45.0,80.0,5.0,12.0,28.0,41.0,160.0,3.0,6.0,3.0,7.0,5.0,59,67,41,27,5.0,6.0,54.0,57.0,6.0,20.0,14.0,22.0,175.0,6.0,2.0,6.0,5.0,7.0
7,Gilles Simon,Lleyton Hewitt,1,1,3.0,2.0,59,42,41,25,7.0,2.0,41.0,49.0,10.0,14.0,11.0,18.0,136.0,3.0,1.0,6.0,6.0,7.0,49,40,51,29,4.0,6.0,44.0,72.0,9.0,10.0,19.0,35.0,120.0,6.0,6.0,4.0,1.0,5.0
8,Philipp Petzschner,Marin Cilic,1,0,0.0,3.0,56,27,44,13,0.0,6.0,12.0,28.0,1.0,2.0,11.0,18.0,54.0,1.0,2.0,3.0,,,50,26,50,20,5.0,1.0,35.0,15.0,7.0,12.0,13.0,21.0,92.0,6.0,6.0,6.0,,
9,Radek Stepanek,Nick Kyrgios,1,0,0.0,3.0,63,62,37,29,5.0,4.0,41.0,44.0,1.0,6.0,19.0,27.0,132.0,6.0,6.0,6.0,,,56,64,44,35,10.0,7.0,46.0,38.0,1.0,3.0,9.0,20.0,130.0,7.0,7.0,7.0,,
10,Viktor Troicki,James Blake,1,1,3.0,0.0,48,29,52,20,12.0,4.0,33.0,12.0,7.0,11.0,14.0,21.0,91.0,6.0,6.0,6.0,,,47,22,53,15,3.0,2.0,23.0,31.0,2.0,2.0,9.0,22.0,59.0,4.0,2.0,2.0,,
11,Juan Monaco,Daniel Gimeno-Traver,1,0,2.0,3.0,78,85,22,22,2.0,1.0,24.0,30.0,5.0,17.0,12.0,18.0,174.0,6.0,6.0,6.0,4.0,4.0,52,67,48,47,12.0,5.0,72.0,64.0,5.0,10.0,11.0,18.0,177.0,4.0,4.0,7.0,6.0,6.0
12,Benjamin Becker,Jeremy Chardy,1,0,0.0,3.0,66,48,34,13,7.0,5.0,24.0,24.0,1.0,5.0,11.0,14.0,85.0,4.0,2.0,5.0,,,66,44,34,17,10.0,6.0,46.0,33.0,5.0,11.0,10.0,16.0,108.0,6.0,6.0,7.0,,
13,Roberto Bautista Agut,Gilles Muller,1,1,3.0,0.0,83,51,17,6,6.0,0.0,27.0,18.0,5.0,14.0,5.0,6.0,100.0,6.0,6.0,6.0,,,55,36,45,18,8.0,5.0,32.0,29.0,1.0,3.0,12.0,20.0,75.0,3.0,4.0,2.0,,
14,Jarkko Nieminen,Paul-Henri Mathieu,1,1,3.0,2.0,69,84,31,29,11.0,4.0,57.0,42.0,6.0,7.0,8.0,13.0,172.0,6.0,4.0,7.0,4.0,6.0,54,58,46,36,7.0,8.0,60.0,71.0,5.0,15.0,24.0,33.0,163.0,4.0,6.0,6.0,6.0,2.0
15,Jo-Wilfried Tsonga,Aljaz Bedene,1,1,3.0,0.0,50,32,50,23,5.0,0.0,29.0,33.0,6.0,10.0,13.0,17.0,93.0,6.0,6.0,6.0,,,62,26,38,12,4.0,4.0,15.0,35.0,1.0,4.0,9.0,13.0,63.0,2.0,2.0,3.0,,
16,Marinko Matosevic,David Ferrer,1,0,0.0,3.0,59,29,41,10,1.0,5.0,20.0,42.0,5.0,8.0,15.0,26.0,76.0,4.0,3.0,4.0,,,55,33,45,18,3.0,4.0,22.0,22.0,8.0,11.0,6.0,11.0,98.0,6.0,6.0,6.0,,
17,Steve Johnson,Albert Montanes,1,0,2.0,3.0,55,53,45,32,5.0,7.0,56.0,41.0,4.0,5.0,19.0,35.0,118.0,4.0,6.0,3.0,6.0,1.0,65,59,35,21,5.0,4.0,38.0,20.0,6.0,19.0,11.0,16.0,142.0,6.0,3.0,6.0,3.0,6.0
18,Joao Sousa,Go Soeda,1,1,3.0,0.0,70,40,30,14,7.0,2.0,29.0,21.0,7.0,10.0,5.0,7.0,87.0,6.0,6.0,6.0,,,58,24,42,10,3.0,4.0,19.0,41.0,1.0,4.0,6.0,11.0,57.0,1.0,3.0,2.0,,
19,Marcel Granollers,Feliciano Lopez,1,0,2.0,2.0,70,55,30,18,7.0,3.0,29.0,37.0,5.0,14.0,17.0,34.0,132.0,5.0,6.0,4.0,6.0,,58,52,42,33,12.0,3.0,52.0,66.0,4.0,5.0,26.0,38.0,122.0,7.0,2.0,6.0,4.0,
20,Illya Marchenko,Kevin Anderson,1,0,0.0,3.0,60,39,40,25,0.0,4.0,21.0,35.0,1.0,2.0,8.0,18.0,89.0,3.0,5.0,4.0,,,64,50,36,15,13.0,4.0,38.0,33.0,4.0,12.0,12.0,14.0,115.0,6.0,7.0,6.0,,
21,Jan-Lennard Struff,Evgeny Donskoy,1,0,1.0,3.0,48,47,52,32,9.0,5.0,53.0,51.0,6.0,11.0,12.0,20.0,132.0,6.0,6.0,6.0,2.0,,59,59,41,25,14.0,5.0,40.0,38.0,6.0,10.0,8.0,11.0,132.0,7.0,2.0,7.0,6.0,
22,Steve Darcis,Michael Llodra,1,0,1.0,3.0,71,49,29,23,3.0,1.0,35.0,18.0,4.0,6.0,21.0,42.0,112.0,4.0,6.0,1.0,4.0,,58,56,42,16,17.0,6.0,59.0,46.0,7.0,18.0,38.0,63.0,131.0,6.0,4.0,6.0,6.0,
23,Milos Raonic,Xavier Malisse,1,1,3.0,1.0,73,55,27,14,16.0,2.0,61.0,36.0,6.0,9.0,32.0,45.0,116.0,6.0,6.0,4.0,6.0,,64,42,36,18,8.0,1.0,26.0,18.0,2.0,5.0,9.0,13.0,87.0,2.0,1.0,6.0,4.0,
24,Andreas Haider-Maurer,Nicolas Almagro,1,0,1.0,3.0,65,50,35,20,8.0,3.0,28.0,32.0,1.0,4.0,7.0,10.0,99.0,6.0,4.0,3.0,3.0,,53,50,47,28,13.0,6.0,40.0,37.0,4.0,7.0,6.0,12.0,113.0,4.0,6.0,6.0,6.0,
